account_id,country,industry,account_age_months,monthly_tpv,tpv_trend_3m_pct,txn_count_monthly,avg_ticket_size,num_products_used,login_freq_monthly,disputes_90d,chargebacks_90d,support_tickets_90d,failed_txn_ratio,churn
SMB_EU_001622,DE,Hospitality,23,5560.49,10.21,24,231.69,1,15,3,0,1,0.062,0
SMB_EU_001623,IT,Retail,9,15985.83,10.11,66,242.21,3,10,1,0,0,0.185,0
SMB_EU_001624,UK,Hospitality,46,6252.31,-13.46,51,122.59,1,16,0,0,0,0.062,0
SMB_EU_001625,DE,E-commerce,20,26350.93,26.54,89,296.08,4,7,1,0,0,0.055,0
SMB_EU_001626,IT,Hospitality,16,4205.91,20.65,35,120.17,2,8,1,0,0,0.103,0
SMB_EU_001627,DE,Services,22,3075.56,-12.65,30,102.52,2,15,1,0,0,0.058,0
SMB_EU_001628,NL,E-commerce,21,24962.5,-7.12,110,226.93,2,13,0,0,2,0.013,0
SMB_EU_001629,DE,Subscription,6,11232.19,18.82,40,280.8,1,11,2,0,0,0.183,0
SMB_EU_001630,NL,Services,33,2454.89,26.94,12,204.57,1,10,1,1,1,0.121,0
SMB_EU_001631,ES,E-commerce,33,9277.07,-18.97,44,210.84,4,13,1,1,1,0.226,1
SMB_EU_001632,FR,Hospitality,22,15340.68,-15.06,77,199.23,2,11,0,0,0,0.149,0
SMB_EU_001633,IT,E-commerce,31,8613.38,-41.08,96,89.72,1,7,1,0,1,0.038,0
SMB_EU_001634,ES,Subscription,41,15765.47,-32.57,69,228.49,1,12,0,0,2,0.199,1
SMB_EU_001635,UK,Hospitality,32,4503.47,0.29,28,160.84,1,9,0,1,0,0.111,0
SMB_EU_001636,FR,Retail,16,7984.77,17.79,28,285.17,1,11,2,0,1,0.134,0
SMB_EU_001637,FR,E-commerce,13,17900.09,-21.58,148,120.95,1,7,1,1,1,0.079,0
SMB_EU_001638,DE,Hospitality,84,1700.92,1.91,12,141.74,1,13,1,0,1,0.065,0
SMB_EU_001639,UK,Retail,33,3326.14,-8.73,17,195.66,3,7,0,0,3,0.078,0
SMB_EU_001640,UK,Retail,24,8425.32,24.6,46,183.16,3,10,1,0,0,0.082,0
SMB_EU_001641,NL,E-commerce,38,9713.0,-8.55,58,167.47,1,6,1,0,1,0.02,0
SMB_EU_001642,UK,E-commerce,17,27275.78,22.78,183,149.05,2,11,0,0,0,0.156,0
SMB_EU_001643,NL,E-commerce,47,5722.34,-8.96,51,112.2,1,8,1,1,4,0.005,0
SMB_EU_001644,IT,E-commerce,21,21056.37,11.57,81,259.96,1,12,1,0,2,0.205,0
SMB_EU_001645,DE,Retail,5,3503.31,3.78,20,175.17,2,12,1,1,0,0.143,0
SMB_EU_001646,ES,Hospitality,25,4857.37,-2.07,24,202.39,3,13,0,0,0,0.135,0
SMB_EU_001647,DE,E-commerce,12,7920.26,-11.86,40,198.01,1,7,0,1,0,0.112,0
SMB_EU_001648,ES,Retail,23,25050.64,-27.19,121,207.03,2,14,0,0,0,0.009,0
SMB_EU_001649,ES,E-commerce,21,6715.07,-6.61,29,231.55,4,16,2,0,0,0.07,0
SMB_EU_001650,ES,Hospitality,35,5576.29,-10.35,26,214.47,3,16,0,0,1,0.076,0
SMB_EU_001651,DE,Retail,68,2838.68,22.09,20,141.93,1,8,0,1,2,0.02,0
SMB_EU_001652,FR,Retail,44,20888.18,8.21,104,200.85,1,6,0,0,0,0.111,0
SMB_EU_001653,FR,Retail,33,10177.82,9.65,76,133.92,4,13,0,0,1,0.018,0
SMB_EU_001654,FR,Services,29,5428.28,-5.87,26,208.78,1,8,0,1,1,0.056,0
SMB_EU_001655,DE,Services,33,12109.93,-2.79,69,175.51,2,14,1,0,2,0.01,0
SMB_EU_001656,UK,Services,62,5462.42,-3.73,62,88.1,2,7,1,1,1,0.083,0
SMB_EU_001657,IT,Services,38,5704.07,5.06,24,237.67,2,11,0,0,1,0.074,0
SMB_EU_001658,FR,Hospitality,5,6493.45,9.63,46,141.16,1,13,0,1,2,0.095,0
SMB_EU_001659,FR,E-commerce,12,21035.91,-0.45,74,284.27,3,11,0,1,1,0.132,0
SMB_EU_001660,NL,Hospitality,52,4465.11,-52.55,32,139.53,1,5,3,0,2,0.022,1
SMB_EU_001661,IT,Retail,32,7034.8,11.41,24,293.12,2,9,2,1,1,0.024,0
SMB_EU_001662,NL,Hospitality,62,9756.76,0.5,54,180.68,2,7,1,0,0,0.124,0
SMB_EU_001663,UK,Services,42,5905.37,-21.61,69,85.59,1,9,0,0,0,0.103,1
SMB_EU_001664,NL,E-commerce,29,14006.25,-32.03,145,96.59,3,8,1,0,0,0.121,0
SMB_EU_001665,UK,E-commerce,28,6473.63,4.47,66,98.09,4,9,1,0,1,0.026,0
SMB_EU_001666,UK,E-commerce,17,36850.91,-12.44,399,92.36,3,8,1,0,1,0.108,0
SMB_EU_001667,DE,Hospitality,23,4034.52,6.47,29,139.12,1,11,0,0,0,0.029,0
SMB_EU_001668,UK,Hospitality,10,10849.31,-64.55,72,150.68,2,8,0,0,0,0.107,1
SMB_EU_001669,DE,Services,14,5556.06,2.0,53,104.83,3,12,1,1,1,0.226,0
SMB_EU_001670,ES,E-commerce,12,6903.16,-5.68,39,177.0,2,3,1,0,1,0.073,0
SMB_EU_001671,FR,Services,26,10599.46,26.28,66,160.6,3,10,0,1,2,0.03,0
SMB_EU_001672,UK,Hospitality,19,6990.02,14.25,32,218.44,4,7,1,1,1,0.087,0
SMB_EU_001673,UK,Services,6,11141.15,20.21,91,122.43,1,10,1,0,0,0.095,0
SMB_EU_001674,ES,E-commerce,38,13444.97,0.36,48,280.1,3,8,1,0,0,0.031,0
SMB_EU_001675,ES,E-commerce,20,22884.98,12.34,118,193.94,1,10,1,0,0,0.01,0
SMB_EU_001676,FR,Hospitality,46,2083.9,1.37,10,208.39,3,13,1,1,3,0.072,0
SMB_EU_001677,DE,Services,37,3703.61,22.04,42,88.18,3,10,1,0,0,0.02,0
SMB_EU_001678,FR,Subscription,91,4193.05,-1.09,21,199.67,2,15,3,0,1,0.186,0
SMB_EU_001679,DE,Retail,26,6388.96,-20.96,40,159.72,3,7,1,0,0,0.093,0
SMB_EU_001680,IT,Retail,17,10617.77,-54.39,37,286.97,3,3,0,1,3,0.148,1
SMB_EU_001681,FR,Subscription,14,6261.86,-9.33,23,272.25,2,10,0,1,1,0.083,0
SMB_EU_001682,UK,E-commerce,41,25187.69,7.18,114,220.94,4,7,1,0,1,0.05,0
SMB_EU_001683,IT,Hospitality,43,3588.71,8.16,14,256.34,1,9,0,0,2,0.337,0
SMB_EU_001684,ES,E-commerce,27,25513.1,22.34,115,221.85,4,9,3,0,2,0.076,0
SMB_EU_001685,DE,Retail,32,17554.25,-24.78,210,83.59,1,12,1,0,3,0.086,0
SMB_EU_001686,UK,Services,53,9184.83,-5.38,39,235.51,2,10,0,0,3,0.086,0
SMB_EU_001687,UK,Services,42,4067.08,-3.54,34,119.62,1,17,1,1,1,0.234,0
SMB_EU_001688,NL,E-commerce,33,4190.32,11.13,18,232.8,1,10,0,1,0,0.081,0
SMB_EU_001689,IT,E-commerce,10,21271.12,-10.39,258,82.45,2,9,0,0,0,0.046,0
SMB_EU_001690,ES,Services,14,4638.06,-50.78,31,149.61,1,13,4,0,2,0.138,1
SMB_EU_001691,DE,Retail,20,4447.78,-18.16,23,193.38,4,13,0,0,0,0.04,0
SMB_EU_001692,NL,Services,21,3581.1,17.24,23,155.7,1,12,0,0,1,0.121,0
SMB_EU_001693,FR,E-commerce,16,35470.64,-11.14,152,233.36,1,15,0,0,1,0.059,0
SMB_EU_001694,DE,Hospitality,14,3032.4,-8.28,16,189.53,3,12,0,0,2,0.123,0
SMB_EU_001695,FR,Subscription,22,11919.91,9.52,41,290.73,3,5,3,0,2,0.065,0
SMB_EU_001696,DE,Hospitality,29,6838.27,-10.48,43,159.03,3,10,1,0,1,0.15,0
SMB_EU_001697,DE,E-commerce,37,12104.99,-25.57,51,237.35,1,11,2,0,2,0.083,0
SMB_EU_001698,DE,Hospitality,6,8832.86,-23.73,33,267.66,3,5,0,1,3,0.101,0
SMB_EU_001699,UK,E-commerce,19,39940.76,-0.85,294,135.85,2,13,1,0,2,0.155,0
SMB_EU_001700,IT,E-commerce,7,12559.37,7.46,51,246.26,4,11,1,0,1,0.048,0
SMB_EU_001701,UK,Subscription,26,7778.13,-3.03,47,165.49,3,11,0,0,0,0.037,0
SMB_EU_001702,NL,Services,26,7262.16,6.46,67,108.39,3,7,0,0,0,0.181,0
SMB_EU_001703,FR,Hospitality,24,10409.36,-24.19,129,80.69,3,14,0,0,0,0.014,0
SMB_EU_001704,NL,E-commerce,22,13893.57,-23.18,57,243.75,2,6,0,0,0,0.069,0
SMB_EU_001705,NL,Retail,19,6660.65,-19.78,55,121.1,3,4,1,0,0,0.055,1
SMB_EU_001706,DE,Retail,25,2114.57,18.49,23,91.94,2,6,1,0,1,0.063,0
SMB_EU_001707,IT,Hospitality,38,3762.01,11.53,20,188.1,1,8,0,0,3,0.071,0
SMB_EU_001708,DE,Services,20,2524.02,-9.9,16,157.75,1,5,0,1,1,0.177,0
SMB_EU_001709,IT,E-commerce,11,22619.79,-3.57,97,233.19,1,12,0,1,0,0.154,0
SMB_EU_001710,IT,Services,32,4319.31,-0.03,42,102.84,3,10,0,0,3,0.075,0
SMB_EU_001711,DE,Retail,44,6750.58,-31.42,62,108.88,2,11,0,1,0,0.052,0
SMB_EU_001712,DE,E-commerce,10,14918.71,-29.96,88,169.53,2,11,0,0,3,0.045,0
SMB_EU_001713,ES,Retail,9,4746.16,7.89,24,197.76,3,9,0,1,2,0.052,0
SMB_EU_001714,NL,E-commerce,10,38091.78,-2.51,146,260.9,2,12,0,0,2,0.051,0
SMB_EU_001715,DE,Retail,24,17432.88,11.89,83,210.03,1,10,1,0,0,0.082,0
SMB_EU_001716,UK,Subscription,71,23762.02,4.53,85,279.55,1,10,3,0,0,0.07,0
SMB_EU_001717,DE,Retail,64,12055.15,0.66,94,128.25,1,14,1,0,1,0.018,0
SMB_EU_001718,IT,Subscription,32,8842.22,-11.15,42,210.53,1,10,1,0,0,0.109,1
SMB_EU_001719,UK,E-commerce,10,39523.2,-1.7,176,224.56,1,12,1,2,0,0.095,0
SMB_EU_001720,FR,Subscription,63,5981.34,-62.77,25,239.25,2,7,2,0,1,0.008,1
SMB_EU_001721,DE,Hospitality,65,3557.41,-0.6,12,296.45,1,14,3,1,0,0.049,1
SMB_EU_001722,DE,Subscription,14,6273.39,1.33,34,184.51,1,6,2,0,0,0.108,0
SMB_EU_001723,FR,Retail,27,10948.08,-36.07,68,161.0,4,9,0,0,1,0.054,0
SMB_EU_001724,DE,Services,43,3165.07,-3.46,12,263.76,4,8,0,0,1,0.156,0
SMB_EU_001725,IT,Subscription,58,8198.91,-17.64,69,118.82,2,14,1,2,0,0.019,0
SMB_EU_001726,DE,Retail,24,3059.74,7.48,35,87.42,1,5,0,1,1,0.079,0
SMB_EU_001727,NL,Retail,46,10677.09,-26.22,60,177.95,3,13,0,0,1,0.043,0
SMB_EU_001728,UK,E-commerce,34,6036.28,-6.4,45,134.14,2,19,0,0,0,0.059,0
SMB_EU_001729,ES,Subscription,33,5144.5,8.24,31,165.95,1,16,1,1,0,0.106,0
SMB_EU_001730,IT,E-commerce,31,31135.56,8.87,105,296.53,2,11,1,0,0,0.166,0
SMB_EU_001731,FR,E-commerce,73,30454.73,-3.45,194,156.98,1,5,0,1,3,0.064,1
SMB_EU_001732,IT,Retail,28,10014.45,23.01,42,238.44,4,12,0,0,2,0.106,0
SMB_EU_001733,NL,Retail,37,9438.9,-10.88,70,134.84,3,14,0,0,1,0.09,0
SMB_EU_001734,NL,Services,73,3635.92,22.07,25,145.44,1,9,1,0,1,0.046,0
SMB_EU_001735,DE,Retail,38,5031.41,-3.38,38,132.41,2,9,0,1,1,0.074,0
SMB_EU_001736,UK,Hospitality,18,4827.91,-12.65,23,209.91,2,17,0,0,4,0.063,0
SMB_EU_001737,NL,Subscription,26,3629.27,-5.27,28,129.62,3,13,2,0,2,0.053,0
SMB_EU_001738,DE,Retail,15,9308.34,-16.49,39,238.68,2,14,0,0,1,0.094,0
SMB_EU_001739,FR,Hospitality,25,6178.39,11.77,27,228.83,1,9,0,1,3,0.138,0
SMB_EU_001740,FR,Retail,24,4569.43,-24.04,26,175.75,1,8,1,0,2,0.101,0
SMB_EU_001741,ES,Hospitality,20,15378.47,-22.01,180,85.44,1,8,2,0,0,0.164,0
SMB_EU_001742,ES,Retail,31,11514.3,-14.04,135,85.29,4,8,1,1,3,0.049,0
SMB_EU_001743,ES,Services,7,7572.65,12.55,38,199.28,4,11,1,1,0,0.07,0
SMB_EU_001744,DE,E-commerce,83,11197.0,0.36,42,266.6,1,10,0,0,2,0.087,0
SMB_EU_001745,FR,E-commerce,24,14988.03,4.06,71,211.1,1,16,1,0,1,0.077,0
SMB_EU_001746,NL,Hospitality,27,8742.39,-8.85,50,174.85,2,9,0,0,0,0.062,0
SMB_EU_001747,DE,Retail,63,8768.02,5.29,32,274.0,3,8,2,0,0,0.051,0
SMB_EU_001748,FR,Services,38,13073.38,2.02,106,123.33,1,9,1,1,0,0.072,0
SMB_EU_001749,ES,E-commerce,20,13273.61,-21.87,83,159.92,2,9,0,0,3,0.045,1
SMB_EU_001750,DE,Hospitality,22,4432.76,-14.44,22,201.49,1,12,1,1,1,0.045,0
SMB_EU_001751,NL,Retail,52,11704.73,-8.11,81,144.5,1,12,0,0,1,0.168,0
SMB_EU_001752,DE,Hospitality,56,2809.4,-11.32,9,312.16,3,12,0,0,2,0.06,0
SMB_EU_001753,DE,Retail,18,13929.65,18.79,78,178.59,2,15,1,0,1,0.106,0
SMB_EU_001754,FR,E-commerce,62,6873.15,0.11,75,91.64,2,10,1,0,2,0.115,0
SMB_EU_001755,UK,Retail,8,11735.19,-11.68,99,118.54,3,4,1,1,2,0.062,0
SMB_EU_001756,ES,Services,67,3388.79,-7.36,17,199.34,3,18,1,1,0,0.151,0
SMB_EU_001757,UK,E-commerce,34,19965.4,-7.57,99,201.67,1,11,0,0,2,0.053,0
SMB_EU_001758,NL,Services,61,8617.92,-4.32,29,297.17,2,12,0,1,3,0.103,1
SMB_EU_001759,DE,Services,41,5482.11,-16.13,26,210.85,3,10,2,0,2,0.043,0
SMB_EU_001760,IT,Retail,19,3894.9,-12.21,17,229.11,2,6,2,0,2,0.044,0
SMB_EU_001761,NL,Hospitality,25,3503.26,11.5,28,125.12,3,9,1,0,1,0.108,0
SMB_EU_001762,UK,Retail,20,5166.76,2.78,50,103.34,1,9,1,0,1,0.053,0
SMB_EU_001763,DE,E-commerce,16,4811.68,-61.93,23,209.2,1,9,1,0,2,0.278,1
SMB_EU_001764,NL,Services,37,9834.78,0.04,36,273.19,1,10,0,1,2,0.121,0
SMB_EU_001765,DE,Hospitality,6,6409.77,-0.68,31,206.77,2,9,2,0,0,0.095,0
SMB_EU_001766,FR,Hospitality,24,3035.72,-44.56,17,178.57,2,12,1,0,1,0.142,1
SMB_EU_001767,ES,E-commerce,29,35925.78,7.76,173,207.66,4,10,1,1,0,0.034,0
SMB_EU_001768,NL,E-commerce,6,9847.85,6.65,54,182.37,2,14,2,0,3,0.114,0
SMB_EU_001769,FR,Retail,34,9297.87,-23.58,84,110.69,2,8,1,0,3,0.121,0
SMB_EU_001770,FR,Services,41,3047.36,-1.97,13,234.41,3,10,0,0,2,0.031,0
SMB_EU_001771,NL,E-commerce,37,4468.68,-82.13,23,194.29,2,14,0,1,0,0.135,0
SMB_EU_001772,ES,Services,36,2205.1,9.53,13,169.62,3,8,2,1,1,0.013,0
SMB_EU_001773,UK,Retail,29,6112.57,11.51,30,203.75,3,8,0,1,0,0.098,0
SMB_EU_001774,UK,E-commerce,12,25713.81,-9.16,193,133.23,2,10,1,1,0,0.085,0
SMB_EU_001775,ES,E-commerce,2,18466.72,-51.64,106,174.21,1,7,0,1,3,0.166,0
SMB_EU_001776,FR,Retail,24,8702.1,-31.67,40,217.55,4,13,0,0,1,0.06,0
SMB_EU_001777,IT,E-commerce,19,4490.81,14.59,35,128.31,2,6,1,1,1,0.028,0
SMB_EU_001778,NL,Services,29,10713.34,10.65,44,243.48,3,12,0,1,1,0.066,0
SMB_EU_001779,FR,Services,15,5718.15,17.25,29,197.18,3,10,1,0,0,0.069,0
SMB_EU_001780,UK,E-commerce,54,13962.84,22.3,52,268.52,2,5,1,1,2,0.053,0
SMB_EU_001781,DE,E-commerce,8,29592.0,-18.36,111,266.59,2,11,2,1,0,0.302,0
SMB_EU_001782,UK,Retail,17,16910.58,13.32,90,187.9,4,4,0,0,3,0.037,0
SMB_EU_001783,NL,Services,23,9996.07,22.19,81,123.41,3,13,0,2,2,0.056,0
SMB_EU_001784,IT,Retail,37,6897.71,-22.42,28,246.35,3,14,1,0,1,0.036,0
SMB_EU_001785,IT,Subscription,37,4929.01,-27.4,29,169.97,2,8,1,1,1,0.089,1
SMB_EU_001786,UK,E-commerce,49,27150.73,-5.45,129,210.47,4,10,0,0,1,0.12,0
SMB_EU_001787,IT,E-commerce,44,6612.87,12.83,64,103.33,3,8,1,0,1,0.033,0
SMB_EU_001788,IT,Subscription,24,28950.24,-35.91,132,219.32,3,6,1,1,1,0.246,0
SMB_EU_001789,DE,Retail,46,8135.53,27.24,50,162.71,1,12,0,0,0,0.034,0
SMB_EU_001790,NL,Hospitality,24,3174.75,-1.69,21,151.18,2,9,2,1,1,0.148,0
SMB_EU_001791,DE,E-commerce,7,7163.0,13.74,24,298.46,1,12,2,0,1,0.043,0
SMB_EU_001792,ES,Retail,8,3716.86,-52.74,21,176.99,3,10,0,0,0,0.074,0
SMB_EU_001793,NL,E-commerce,22,16317.99,-19.07,71,229.83,2,11,1,1,2,0.046,0
SMB_EU_001794,IT,Hospitality,12,5977.03,-34.82,27,221.37,1,10,0,0,0,0.017,0
SMB_EU_001795,DE,Services,25,2381.87,-47.07,23,103.56,2,8,0,0,1,0.004,0
SMB_EU_001796,DE,Retail,45,6459.6,12.72,26,248.45,2,11,3,0,0,0.075,0
SMB_EU_001797,ES,Subscription,21,3960.87,4.33,26,152.34,3,12,0,0,1,0.103,0
SMB_EU_001798,DE,Retail,5,11393.27,-24.55,45,253.18,2,17,0,0,1,0.152,0
SMB_EU_001799,DE,Retail,39,7742.2,0.92,36,215.06,2,5,1,0,1,0.067,0
SMB_EU_001800,DE,E-commerce,19,11953.32,-12.28,80,149.42,3,12,1,1,0,0.028,0
SMB_EU_001801,UK,Retail,23,3693.5,-58.11,23,160.59,3,3,1,0,2,0.044,1
SMB_EU_001802,ES,Retail,98,6681.54,-22.81,28,238.63,4,7,1,1,1,0.045,0
SMB_EU_001803,FR,Subscription,49,7017.37,9.28,35,200.5,2,9,1,0,0,0.04,0
SMB_EU_001804,FR,E-commerce,56,18150.28,-38.99,80,226.88,3,8,0,1,3,0.114,1
SMB_EU_001805,FR,Retail,21,8843.23,31.8,77,114.85,1,12,0,0,3,0.036,0
SMB_EU_001806,ES,Retail,85,12867.15,-50.53,51,252.3,3,10,0,0,2,0.024,0
SMB_EU_001807,IT,Services,14,3738.53,11.51,25,149.54,3,9,0,0,2,0.112,0
SMB_EU_001808,DE,Services,7,1637.53,12.5,8,204.69,3,10,2,0,2,0.106,0
SMB_EU_001809,DE,E-commerce,94,27186.1,-8.71,258,105.37,1,11,0,2,1,0.044,0
SMB_EU_001810,DE,Retail,5,4562.28,-13.76,30,152.08,4,17,3,0,1,0.076,0
SMB_EU_001811,IT,Retail,19,4117.69,-71.32,18,228.76,4,9,1,1,0,0.213,1
SMB_EU_001812,ES,Retail,39,7795.69,-7.91,56,139.21,2,11,0,0,2,0.048,0
SMB_EU_001813,FR,Retail,21,9590.8,3.04,35,274.02,2,10,0,0,2,0.041,0
SMB_EU_001814,DE,E-commerce,16,10908.57,20.4,48,227.26,4,12,0,0,1,0.047,0
SMB_EU_001815,DE,Retail,28,5790.54,16.58,21,275.74,2,12,2,0,2,0.092,0
SMB_EU_001816,UK,E-commerce,26,11863.12,-24.23,71,167.09,2,8,1,0,1,0.059,1
SMB_EU_001817,FR,E-commerce,30,35092.04,-11.83,401,87.51,2,13,1,1,1,0.111,0
SMB_EU_001818,ES,Subscription,60,8985.55,19.49,43,208.97,2,11,0,0,1,0.124,0
SMB_EU_001819,IT,Subscription,41,5035.17,-68.35,33,152.58,2,11,1,0,2,0.066,0
SMB_EU_001820,FR,Hospitality,23,3377.34,-0.85,19,177.75,2,6,0,2,1,0.036,0
SMB_EU_001821,DE,E-commerce,33,12903.77,-25.58,56,230.42,2,9,0,3,2,0.039,0
SMB_EU_001822,DE,E-commerce,1,17301.01,17.3,74,233.8,4,9,0,1,1,0.128,0
SMB_EU_001823,IT,E-commerce,25,20054.19,-52.27,233,86.07,3,9,1,0,2,0.104,1
SMB_EU_001824,ES,Services,35,5386.7,-24.64,22,244.85,3,7,1,0,0,0.062,0
SMB_EU_001825,IT,E-commerce,15,9051.46,15.76,48,188.57,2,11,2,0,2,0.083,0
SMB_EU_001826,NL,Services,20,3877.04,28.8,19,204.05,3,12,1,0,2,0.015,0
SMB_EU_001827,DE,Subscription,49,13979.18,-4.36,96,145.62,2,14,0,0,0,0.02,0
SMB_EU_001828,UK,E-commerce,12,7541.3,-0.7,44,171.39,3,13,1,0,1,0.032,0
SMB_EU_001829,ES,Hospitality,50,4537.19,13.62,19,238.8,2,7,0,0,2,0.042,0
SMB_EU_001830,FR,Retail,73,11449.19,4.34,46,248.9,1,13,1,1,1,0.01,0
SMB_EU_001831,UK,Retail,20,13525.95,-5.6,82,164.95,2,9,0,0,1,0.07,0
SMB_EU_001832,IT,E-commerce,12,13360.48,-7.28,58,230.35,3,6,0,0,0,0.111,0
SMB_EU_001833,IT,Retail,16,6250.85,-23.5,46,135.89,4,8,0,0,3,0.023,0
SMB_EU_001834,ES,Services,70,2261.81,3.49,9,251.31,1,10,1,1,1,0.186,0
SMB_EU_001835,ES,Retail,11,10966.28,-1.38,51,215.03,2,10,0,0,1,0.05,0
SMB_EU_001836,IT,E-commerce,12,33092.88,-6.57,132,250.7,2,7,0,0,2,0.125,0
SMB_EU_001837,DE,Hospitality,5,27962.15,-15.03,151,185.18,2,7,2,0,1,0.121,0
SMB_EU_001838,FR,Hospitality,19,7565.72,-13.51,58,130.44,4,11,0,0,1,0.066,0
SMB_EU_001839,UK,E-commerce,31,14549.0,9.28,83,175.29,2,9,0,0,1,0.095,0
SMB_EU_001840,FR,Services,64,2879.31,13.22,18,159.96,3,13,0,1,5,0.222,0
SMB_EU_001841,FR,Hospitality,21,1943.41,-4.91,13,149.49,3,8,1,0,2,0.058,0
SMB_EU_001842,NL,E-commerce,38,16680.26,-6.49,132,126.37,1,10,1,1,2,0.074,0
SMB_EU_001843,NL,Retail,16,32774.31,-12.8,133,246.42,3,7,0,0,2,0.1,0
SMB_EU_001844,IT,E-commerce,10,32154.02,14.05,325,98.94,2,6,2,0,0,0.146,0
SMB_EU_001845,UK,Services,59,9770.59,-54.95,35,279.16,3,8,0,0,4,0.171,1
SMB_EU_001846,FR,Hospitality,30,6952.64,5.52,59,117.84,1,11,0,0,1,0.043,0
SMB_EU_001847,DE,Services,40,6203.74,5.38,21,295.42,1,10,1,0,1,0.013,0
SMB_EU_001848,DE,E-commerce,29,3503.64,-4.62,12,291.97,3,9,1,0,1,0.092,0
SMB_EU_001849,UK,Retail,7,12641.03,-17.48,75,168.55,2,6,0,0,1,0.093,0
SMB_EU_001850,IT,Retail,49,5651.03,-45.31,19,297.42,4,11,0,0,2,0.218,0
SMB_EU_001851,FR,E-commerce,15,9845.49,16.92,36,273.49,2,6,2,1,0,0.155,0
SMB_EU_001852,ES,Hospitality,37,4942.17,-10.89,50,98.84,1,8,0,0,1,0.05,0
SMB_EU_001853,UK,Services,10,4035.92,-6.16,14,288.28,3,10,1,2,3,0.081,0
SMB_EU_001854,UK,E-commerce,11,9751.97,-17.02,109,89.47,2,15,0,0,1,0.039,0
SMB_EU_001855,UK,E-commerce,16,15125.37,-18.24,126,120.04,1,11,2,2,1,0.17,0
SMB_EU_001856,FR,E-commerce,13,10730.43,-11.54,51,210.4,1,13,0,1,1,0.047,0
SMB_EU_001857,ES,E-commerce,10,15930.63,2.09,163,97.73,1,10,1,0,0,0.13,0
SMB_EU_001858,NL,Retail,93,3277.68,-48.47,28,117.06,1,10,0,1,0,0.033,1
SMB_EU_001859,UK,Retail,27,7035.77,-43.59,24,293.16,2,12,1,0,2,0.03,0
SMB_EU_001860,ES,Retail,6,4144.01,16.24,14,296.0,3,10,0,0,2,0.075,0
SMB_EU_001861,ES,Retail,10,5444.32,-2.28,21,259.25,1,12,0,2,2,0.006,0
SMB_EU_001862,IT,Retail,14,8718.79,20.32,45,193.75,3,16,0,0,0,0.203,0
SMB_EU_001863,DE,Retail,18,3055.8,33.18,11,277.8,4,11,2,1,0,0.056,0
SMB_EU_001864,IT,Hospitality,42,3663.12,-29.5,35,104.66,2,8,1,0,2,0.152,0
SMB_EU_001865,UK,E-commerce,31,21103.29,1.42,73,289.09,3,9,0,1,2,0.033,0
SMB_EU_001866,UK,Subscription,26,3854.8,10.49,24,160.62,1,14,2,0,0,0.048,0
SMB_EU_001867,DE,Retail,7,23246.67,0.23,86,270.31,1,8,1,0,3,0.053,0
SMB_EU_001868,DE,E-commerce,38,30898.11,-27.54,136,227.19,2,11,0,0,1,0.116,0
SMB_EU_001869,DE,E-commerce,7,11148.82,-51.93,38,293.39,3,7,1,0,0,0.058,0
SMB_EU_001870,ES,Retail,23,4988.4,-14.27,18,277.13,3,10,0,0,2,0.086,0
SMB_EU_001871,ES,Services,32,5644.05,-10.15,20,282.2,4,16,3,0,1,0.063,0
SMB_EU_001872,DE,Retail,33,3356.72,-1.62,15,223.78,2,10,0,0,1,0.094,0
SMB_EU_001873,NL,Subscription,29,2707.27,16.83,10,270.73,2,7,0,0,1,0.04,0
SMB_EU_001874,UK,Services,30,3795.58,6.61,15,253.04,3,7,1,0,2,0.056,0
SMB_EU_001875,ES,E-commerce,28,13840.8,12.19,120,115.34,1,9,0,2,1,0.022,0
SMB_EU_001876,IT,E-commerce,9,15874.38,-28.38,71,223.58,3,7,1,1,1,0.053,0
SMB_EU_001877,IT,Hospitality,8,4149.2,10.92,37,112.14,2,10,0,0,3,0.136,0
SMB_EU_001878,NL,E-commerce,45,32214.55,14.09,119,270.71,1,10,2,0,0,0.067,0
SMB_EU_001879,FR,Hospitality,46,2446.54,-33.6,26,94.1,1,10,3,1,2,0.146,1
SMB_EU_001880,IT,Retail,11,4040.97,11.48,14,288.64,4,5,0,1,1,0.021,0
SMB_EU_001881,IT,Retail,30,10712.63,-21.36,64,167.38,2,18,3,0,0,0.011,0
SMB_EU_001882,UK,E-commerce,34,7471.25,-29.55,64,116.74,1,9,1,1,3,0.127,0
SMB_EU_001883,IT,E-commerce,26,7299.88,19.89,26,280.76,1,13,0,0,0,0.099,0
SMB_EU_001884,ES,Services,50,5384.1,-15.11,60,89.74,2,12,0,2,0,0.017,0
SMB_EU_001885,DE,Retail,19,4251.74,-10.74,23,184.86,1,5,1,2,0,0.365,1
SMB_EU_001886,NL,Services,20,4616.27,-31.94,19,242.96,1,12,1,1,0,0.103,0
SMB_EU_001887,DE,Retail,50,5256.83,-26.42,35,150.2,3,11,0,0,0,0.056,0
SMB_EU_001888,FR,E-commerce,9,8944.62,-30.83,46,194.45,3,13,2,1,1,0.037,0
SMB_EU_001889,ES,E-commerce,44,4248.93,-3.03,18,236.05,4,9,1,0,0,0.276,0
SMB_EU_001890,UK,E-commerce,66,16310.16,5.21,56,291.25,1,7,0,0,3,0.044,0
SMB_EU_001891,DE,Retail,37,3785.31,-3.4,37,102.31,4,11,1,0,2,0.03,0
