account_id,country_ES,country_FR,country_IT,country_NL,country_UK,industry_Hospitality,industry_Retail,industry_Services,industry_Subscription,account_age_months,monthly_tpv,tpv_trend_3m_pct,txn_count_monthly,avg_ticket_size,num_products_used,login_freq_monthly,disputes_90d,chargebacks_90d,support_tickets_90d,failed_txn_ratio,churn
SMB_EU_001813,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,9590.8,3.04,35.0,274.02,2.0,10.0,0.0,0.0,2.0,0.041,0
SMB_EU_001814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10908.57,20.4,48.0,227.26,4.0,12.0,0.0,0.0,1.0,0.047,0
SMB_EU_001815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,5790.54,16.58,21.0,275.74,2.0,12.0,2.0,0.0,2.0,0.092,0
SMB_EU_001816,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,11863.12,-24.23,71.0,167.09,2.0,8.0,1.0,0.0,1.0,0.059,1
SMB_EU_001817,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,35092.04,-11.83,401.0,87.51,2.0,13.0,1.0,1.0,1.0,0.111,0
SMB_EU_001818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,8985.55,19.49,43.0,208.97,2.0,11.0,0.0,0.0,1.0,0.124,0
SMB_EU_001819,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,5035.17,-68.35,33.0,152.58,2.0,11.0,1.0,0.0,2.0,0.066,0
SMB_EU_001820,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,3377.34,-0.85,19.0,177.75,2.0,6.0,0.0,2.0,1.0,0.036,0
SMB_EU_001821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,12903.77,-25.58,56.0,230.42,2.0,9.0,0.0,3.0,2.0,0.039,0
SMB_EU_001822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17301.01,17.3,74.0,233.8,4.0,9.0,0.0,1.0,1.0,0.128,0
SMB_EU_001823,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20054.19,-52.27,233.0,86.07,3.0,9.0,1.0,0.0,2.0,0.104,1
SMB_EU_001824,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,5386.7,-24.64,22.0,244.85,3.0,7.0,1.0,0.0,0.0,0.062,0
SMB_EU_001825,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9051.46,15.76,48.0,188.57,2.0,11.0,2.0,0.0,2.0,0.083,0
SMB_EU_001826,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,20.0,3877.04,28.8,19.0,204.05,3.0,12.0,1.0,0.0,2.0,0.015,0
SMB_EU_001827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,13979.18,-4.36,96.0,145.62,2.0,14.0,0.0,0.0,0.0,0.02,0
SMB_EU_001828,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,7541.3,-0.7,44.0,171.39,3.0,13.0,1.0,0.0,1.0,0.032,0
SMB_EU_001829,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,4537.19,13.62,19.0,238.8,2.0,7.0,0.0,0.0,2.0,0.042,0
SMB_EU_001830,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73.0,11449.19,4.34,46.0,248.9,1.0,13.0,1.0,1.0,1.0,0.01,0
SMB_EU_001831,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,20.0,13525.95,-5.6,82.0,164.95,2.0,9.0,0.0,0.0,1.0,0.07,0
SMB_EU_001832,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13360.48,-7.28,58.0,230.35,3.0,6.0,0.0,0.0,0.0,0.111,0
SMB_EU_001833,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,6250.85,-23.5,46.0,135.89,4.0,8.0,0.0,0.0,3.0,0.023,0
SMB_EU_001834,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,70.0,2261.81,3.49,9.0,251.31,1.0,10.0,1.0,1.0,1.0,0.186,0
SMB_EU_001835,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,10966.28,-1.38,51.0,215.03,2.0,10.0,0.0,0.0,1.0,0.05,0
SMB_EU_001836,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,33092.88,-6.57,132.0,250.7,2.0,7.0,0.0,0.0,2.0,0.125,0
SMB_EU_001837,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,27962.15,-15.03,151.0,185.18,2.0,7.0,2.0,0.0,1.0,0.121,0
SMB_EU_001838,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,7565.72,-13.51,58.0,130.44,4.0,11.0,0.0,0.0,1.0,0.066,0
SMB_EU_001839,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,14549.0,9.28,83.0,175.29,2.0,9.0,0.0,0.0,1.0,0.095,0
SMB_EU_001840,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64.0,2879.31,13.22,18.0,159.96,3.0,13.0,0.0,1.0,5.0,0.222,0
SMB_EU_001841,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,1943.41,-4.91,13.0,149.49,3.0,8.0,1.0,0.0,2.0,0.058,0
SMB_EU_001842,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,16680.26,-6.49,132.0,126.37,1.0,10.0,1.0,1.0,2.0,0.074,0
SMB_EU_001843,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.0,32774.31,-12.8,133.0,246.42,3.0,7.0,0.0,0.0,2.0,0.1,0
SMB_EU_001844,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,32154.02,14.05,325.0,98.94,2.0,6.0,2.0,0.0,0.0,0.146,0
SMB_EU_001845,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,59.0,9770.59,-54.95,35.0,279.16,3.0,8.0,0.0,0.0,4.0,0.171,1
SMB_EU_001846,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,6952.64,5.52,59.0,117.84,1.0,11.0,0.0,0.0,1.0,0.043,0
SMB_EU_001847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,6203.74,5.38,21.0,295.42,1.0,10.0,1.0,0.0,1.0,0.013,0
SMB_EU_001848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,3503.64,-4.62,12.0,291.97,3.0,9.0,1.0,0.0,1.0,0.092,0
SMB_EU_001849,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,12641.03,-17.48,75.0,168.55,2.0,6.0,0.0,0.0,1.0,0.093,0
SMB_EU_001850,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,5651.03,-45.31,19.0,297.42,4.0,11.0,0.0,0.0,2.0,0.218,0
SMB_EU_001851,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9845.49,16.92,36.0,273.49,2.0,6.0,2.0,1.0,0.0,0.155,0
SMB_EU_001852,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,4942.17,-10.89,50.0,98.84,1.0,8.0,0.0,0.0,1.0,0.05,0
SMB_EU_001853,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,4035.92,-6.16,14.0,288.28,3.0,10.0,1.0,2.0,3.0,0.081,0
SMB_EU_001854,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,9751.97,-17.02,109.0,89.47,2.0,15.0,0.0,0.0,1.0,0.039,0
SMB_EU_001855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,15125.37,-18.24,126.0,120.04,1.0,11.0,2.0,2.0,1.0,0.17,0
SMB_EU_001856,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10730.43,-11.54,51.0,210.4,1.0,13.0,0.0,1.0,1.0,0.047,0
SMB_EU_001857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15930.63,2.09,163.0,97.73,1.0,10.0,1.0,0.0,0.0,0.13,0
SMB_EU_001858,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,93.0,3277.68,-48.47,28.0,117.06,1.0,10.0,0.0,1.0,0.0,0.033,1
SMB_EU_001859,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,27.0,7035.77,-43.59,24.0,293.16,2.0,12.0,1.0,0.0,2.0,0.03,0
SMB_EU_001860,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,4144.01,16.24,14.0,296.0,3.0,10.0,0.0,0.0,2.0,0.075,0
SMB_EU_001861,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,5444.32,-2.28,21.0,259.25,1.0,12.0,0.0,2.0,2.0,0.006,0
SMB_EU_001862,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,8718.79,20.32,45.0,193.75,3.0,16.0,0.0,0.0,0.0,0.203,0
SMB_EU_001863,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,3055.8,33.18,11.0,277.8,4.0,11.0,2.0,1.0,0.0,0.056,0
SMB_EU_001864,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,3663.12,-29.5,35.0,104.66,2.0,8.0,1.0,0.0,2.0,0.152,0
SMB_EU_001865,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,21103.29,1.42,73.0,289.09,3.0,9.0,0.0,1.0,2.0,0.033,0
SMB_EU_001866,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,26.0,3854.8,10.49,24.0,160.62,1.0,14.0,2.0,0.0,0.0,0.048,0
SMB_EU_001867,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,23246.67,0.23,86.0,270.31,1.0,8.0,1.0,0.0,3.0,0.053,0
SMB_EU_001868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,30898.11,-27.54,136.0,227.19,2.0,11.0,0.0,0.0,1.0,0.116,0
SMB_EU_001869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11148.82,-51.93,38.0,293.39,3.0,7.0,1.0,0.0,0.0,0.058,0
SMB_EU_001870,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,4988.4,-14.27,18.0,277.13,3.0,10.0,0.0,0.0,2.0,0.086,0
SMB_EU_001871,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,5644.05,-10.15,20.0,282.2,4.0,16.0,3.0,0.0,1.0,0.063,0
SMB_EU_001872,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,3356.72,-1.62,15.0,223.78,2.0,10.0,0.0,0.0,1.0,0.094,0
SMB_EU_001873,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,29.0,2707.27,16.83,10.0,270.73,2.0,7.0,0.0,0.0,1.0,0.04,0
SMB_EU_001874,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,30.0,3795.58,6.61,15.0,253.04,3.0,7.0,1.0,0.0,2.0,0.056,0
SMB_EU_001875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,13840.8,12.19,120.0,115.34,1.0,9.0,0.0,2.0,1.0,0.022,0
SMB_EU_001876,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15874.38,-28.38,71.0,223.58,3.0,7.0,1.0,1.0,1.0,0.053,0
SMB_EU_001877,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,4149.2,10.92,37.0,112.14,2.0,10.0,0.0,0.0,3.0,0.136,0
SMB_EU_001878,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,32214.55,14.09,119.0,270.71,1.0,10.0,2.0,0.0,0.0,0.067,0
SMB_EU_001879,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,2446.54,-33.6,26.0,94.1,1.0,10.0,3.0,1.0,2.0,0.146,1
SMB_EU_001880,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,4040.97,11.48,14.0,288.64,4.0,5.0,0.0,1.0,1.0,0.021,0
SMB_EU_001881,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,10712.63,-21.36,64.0,167.38,2.0,18.0,3.0,0.0,0.0,0.011,0
SMB_EU_001882,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,7471.25,-29.55,64.0,116.74,1.0,9.0,1.0,1.0,3.0,0.127,0
SMB_EU_001883,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,7299.88,19.89,26.0,280.76,1.0,13.0,0.0,0.0,0.0,0.099,0
SMB_EU_001884,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,5384.1,-15.11,60.0,89.74,2.0,12.0,0.0,2.0,0.0,0.017,0
SMB_EU_001885,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,4251.74,-10.74,23.0,184.86,1.0,5.0,1.0,2.0,0.0,0.365,1
SMB_EU_001886,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,20.0,4616.27,-31.94,19.0,242.96,1.0,12.0,1.0,1.0,0.0,0.103,0
SMB_EU_001887,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,5256.83,-26.42,35.0,150.2,3.0,11.0,0.0,0.0,0.0,0.056,0
SMB_EU_001888,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8944.62,-30.83,46.0,194.45,3.0,13.0,2.0,1.0,1.0,0.037,0
SMB_EU_001889,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,4248.93,-3.03,18.0,236.05,4.0,9.0,1.0,0.0,0.0,0.276,0
SMB_EU_001890,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.0,16310.16,5.21,56.0,291.25,1.0,7.0,0.0,0.0,3.0,0.044,0
SMB_EU_001891,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,3785.31,-3.4,37.0,102.31,4.0,11.0,1.0,0.0,2.0,0.03,0
SMB_EU_001892,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,13559.74,1.71,118.0,114.91,1.0,12.0,1.0,0.0,1.0,0.029,0
SMB_EU_001893,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,3677.29,-7.55,19.0,193.54,1.0,13.0,0.0,0.0,1.0,0.065,0
SMB_EU_001894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,13251.96,5.28,77.0,172.1,1.0,8.0,2.0,0.0,1.0,0.233,0
SMB_EU_001895,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,13711.64,4.71,80.0,171.4,4.0,7.0,0.0,0.0,1.0,0.08,0
SMB_EU_001896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,5615.97,28.47,39.0,144.0,4.0,10.0,1.0,1.0,4.0,0.119,0
SMB_EU_001897,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,3230.97,-5.72,16.0,201.94,3.0,13.0,1.0,2.0,2.0,0.06,0
SMB_EU_001898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,31616.15,-2.76,115.0,274.92,1.0,7.0,2.0,0.0,2.0,0.047,0
SMB_EU_001899,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4951.1,3.58,43.0,115.14,3.0,15.0,1.0,0.0,1.0,0.137,0
SMB_EU_001900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,4364.41,14.47,34.0,128.37,2.0,14.0,1.0,2.0,1.0,0.081,0
SMB_EU_001901,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,61.0,9909.54,-16.37,44.0,225.22,1.0,8.0,0.0,1.0,3.0,0.02,0
SMB_EU_001902,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,10649.42,1.55,115.0,92.6,1.0,7.0,1.0,0.0,0.0,0.043,0
SMB_EU_001903,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8357.41,-37.62,37.0,225.88,3.0,4.0,0.0,0.0,2.0,0.095,0
SMB_EU_001904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,3078.65,-4.07,21.0,146.6,3.0,12.0,0.0,0.0,1.0,0.161,0
SMB_EU_001905,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,4372.64,-41.7,28.0,156.17,3.0,13.0,1.0,0.0,3.0,0.168,0
SMB_EU_001906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,12893.99,-69.03,76.0,169.66,2.0,8.0,0.0,0.0,1.0,0.097,1
SMB_EU_001907,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,60.0,5131.96,-36.65,33.0,155.51,2.0,4.0,2.0,0.0,4.0,0.152,1
SMB_EU_001908,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,5827.06,-34.7,22.0,264.87,3.0,9.0,0.0,1.0,1.0,0.011,0
SMB_EU_001909,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,17577.7,-12.89,61.0,288.16,3.0,11.0,1.0,0.0,3.0,0.028,0
SMB_EU_001910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,62121.14,-22.29,310.0,200.39,1.0,12.0,1.0,2.0,2.0,0.088,0
SMB_EU_001911,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,6033.87,-15.68,29.0,208.06,3.0,14.0,1.0,0.0,3.0,0.071,0
SMB_EU_001912,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,9219.9,4.39,97.0,95.05,1.0,10.0,0.0,1.0,2.0,0.075,0
SMB_EU_001913,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,6246.12,4.63,26.0,240.24,2.0,6.0,2.0,0.0,0.0,0.163,1
SMB_EU_001914,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,6779.68,-67.86,33.0,205.44,1.0,8.0,0.0,1.0,2.0,0.06,0
SMB_EU_001915,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,7448.33,2.34,82.0,90.83,2.0,11.0,0.0,0.0,2.0,0.122,0
SMB_EU_001916,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,2123.41,-14.02,17.0,124.91,1.0,7.0,2.0,0.0,1.0,0.024,0
SMB_EU_001917,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,3909.65,7.83,31.0,126.12,4.0,13.0,0.0,1.0,3.0,0.05,0
SMB_EU_001918,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,9562.54,-19.72,81.0,118.06,2.0,12.0,0.0,0.0,1.0,0.046,0
SMB_EU_001919,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,5812.6,-5.09,26.0,223.56,4.0,14.0,0.0,0.0,0.0,0.142,0
SMB_EU_001920,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,26822.05,-3.79,94.0,285.34,1.0,10.0,0.0,1.0,4.0,0.03,0
SMB_EU_001921,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,2355.48,16.69,10.0,235.55,3.0,10.0,1.0,0.0,3.0,0.083,0
SMB_EU_001922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,7504.99,2.1,41.0,183.05,4.0,15.0,0.0,0.0,1.0,0.123,0
SMB_EU_001923,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,13842.94,-8.49,82.0,168.82,1.0,14.0,3.0,1.0,0.0,0.071,0
SMB_EU_001924,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,14201.38,-16.79,86.0,165.13,1.0,7.0,1.0,0.0,0.0,0.077,0
SMB_EU_001925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,3517.36,8.22,17.0,206.9,2.0,12.0,0.0,0.0,2.0,0.057,0
SMB_EU_001926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,18115.75,-4.98,114.0,158.91,2.0,5.0,0.0,0.0,0.0,0.048,0
SMB_EU_001927,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,3347.41,15.31,26.0,128.75,1.0,9.0,0.0,0.0,1.0,0.105,0
SMB_EU_001928,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,38.0,2150.61,-5.34,10.0,215.06,4.0,14.0,1.0,1.0,1.0,0.113,0
SMB_EU_001929,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,3900.55,-81.77,24.0,162.52,3.0,7.0,1.0,0.0,1.0,0.119,1
SMB_EU_001930,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,4648.08,-39.84,56.0,83.0,2.0,13.0,2.0,0.0,1.0,0.026,0
SMB_EU_001931,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,8687.53,6.8,102.0,85.17,1.0,13.0,1.0,2.0,1.0,0.113,0
SMB_EU_001932,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,6802.4,-24.1,48.0,141.72,1.0,8.0,1.0,0.0,2.0,0.018,0
SMB_EU_001933,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3005.05,-13.28,16.0,187.82,1.0,8.0,0.0,0.0,2.0,0.128,0
SMB_EU_001934,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9713.51,-18.46,62.0,156.67,2.0,12.0,0.0,0.0,1.0,0.258,0
SMB_EU_001935,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,11936.87,11.8,140.0,85.26,2.0,10.0,0.0,1.0,1.0,0.117,0
SMB_EU_001936,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,7659.9,25.09,59.0,129.83,1.0,7.0,0.0,0.0,0.0,0.065,0
SMB_EU_001937,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,27436.58,-3.15,271.0,101.24,4.0,13.0,0.0,1.0,2.0,0.101,0
SMB_EU_001938,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,9081.4,7.97,31.0,292.95,2.0,12.0,1.0,0.0,1.0,0.274,0
SMB_EU_001939,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,15469.73,7.58,104.0,148.75,1.0,9.0,1.0,1.0,0.0,0.051,0
SMB_EU_001940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,12828.39,-0.03,154.0,83.3,3.0,6.0,1.0,0.0,5.0,0.062,1
SMB_EU_001941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5176.03,-9.79,23.0,225.04,1.0,9.0,3.0,0.0,2.0,0.033,1
SMB_EU_001942,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,13026.14,-3.3,99.0,131.58,3.0,5.0,1.0,0.0,1.0,0.074,0
SMB_EU_001943,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,6882.39,-5.11,34.0,202.42,3.0,5.0,0.0,0.0,1.0,0.045,0
SMB_EU_001944,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,20335.04,1.13,180.0,112.97,4.0,11.0,1.0,1.0,2.0,0.104,0
SMB_EU_001945,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,16873.02,37.56,57.0,296.02,1.0,6.0,0.0,0.0,2.0,0.05,0
SMB_EU_001946,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,26966.95,0.46,92.0,293.12,1.0,9.0,1.0,1.0,0.0,0.038,0
SMB_EU_001947,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,8632.66,-12.82,38.0,227.18,1.0,14.0,1.0,0.0,0.0,0.139,0
SMB_EU_001948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2117.48,-17.32,9.0,235.28,1.0,15.0,0.0,3.0,4.0,0.119,0
SMB_EU_001949,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,6225.01,-6.78,36.0,172.92,3.0,7.0,1.0,0.0,2.0,0.06,0
SMB_EU_001950,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,13552.48,-68.19,46.0,294.62,3.0,9.0,0.0,1.0,4.0,0.156,1
SMB_EU_001951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,5327.89,9.95,31.0,171.87,4.0,13.0,0.0,0.0,1.0,0.155,0
SMB_EU_001952,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101.0,6380.24,-49.8,48.0,132.92,1.0,7.0,1.0,0.0,1.0,0.051,1
SMB_EU_001953,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,2642.16,-19.0,25.0,105.69,3.0,16.0,1.0,1.0,1.0,0.103,0
SMB_EU_001954,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,8027.51,-17.44,64.0,125.43,1.0,8.0,0.0,0.0,0.0,0.159,0
SMB_EU_001955,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,37.0,5765.46,-9.46,28.0,205.91,4.0,10.0,1.0,0.0,3.0,0.007,0
SMB_EU_001956,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,8211.9,6.38,61.0,134.62,1.0,5.0,3.0,1.0,1.0,0.02,0
SMB_EU_001957,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,89.0,19219.24,7.49,86.0,223.48,3.0,8.0,0.0,0.0,3.0,0.3,0
SMB_EU_001958,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,46.0,5194.22,8.19,32.0,162.32,1.0,9.0,1.0,2.0,1.0,0.043,0
SMB_EU_001959,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,4900.79,-4.02,18.0,272.27,1.0,2.0,1.0,0.0,0.0,0.022,0
